nameseq
sp|O64206|VG13_BPMD2
sp|Q7Y2D9|RPOL_BPKMV
Negative_48
sp|P51714|YO12_BPHC1
Negative_164
sp|P39226|Y07A_BPT4
sp|O64094|AIMR_BPSPB
sp|P41062|CP84_BP186
sp|P18243|Y43_BPR18
sp|Q01437|MOTB_BPT4
Negative_205
sp|O64209|SCAF_BPMD2
sp|D3WAC1|TERL_BPLP2
sp|Q02406|Y12J_BPT4
sp|Q05263|VG51_BPML5
sp|P21417|Y23K_BPP22
sp|Q331T6|TUBR_CBCP
sp|P06154|REGN_BPPH8
Negative_88
sp|O48411|GP57_BPSP1
sp|Q331T7|TUBZ_CBCP
sp|Q05255|VG43_BPML5
sp|O48396|GP40_BPSP1
sp|P16007|MRH_BPT4
sp|O48400|GP46_BPSP1
Negative_155
Negative_28
Negative_4
sp|P14820|RPC2_BPPH8
sp|O22005|TFA_BPSF5
sp|P39229|Y01L_BPT4
Negative_ind_32
sp|P24795|E15_BPD10
sp|P13324|Y07B_BPT4
sp|P10435|YIMC_BPPH1
sp|P39420|Y01B_BPT4
Negative_ind_37
sp|Q9XJR0|GPK_BPPM2
sp|P17637|VP12_BPPRD
sp|Q05259|THYX_BPML5
Negative_7
sp|Q02407|Y12K_BPT4
Negative_177
Negative_44
Negative_35
sp|P23214|OAC_BPSFV
sp|P12551|VDEL_BPP4
sp|O64146|DPOL_BPSPB
sp|P03688|VRPO_LAMBD
sp|Q06425|YO83_BPP2
sp|P13309|Y06D_BPT4
Negative_202
sp|P68570|BDBA_BPSPB
sp|P13058|GOP_BPP4
sp|Q05292|VG77_BPML5
Negative_96
sp|Q38065|VG083_BPPF1
Negative_146
sp|P39253|Y04N_BPT4
sp|Q9T1X4|GP15_BPMU
sp|Q6QGD2|TERL_BPT5
sp|P39252|Y04M_BPT4
sp|P05461|VSID_BPP4
Negative_151
sp|P04537|UVSY_BPT4
sp|P32279|Y14A_BPT4
sp|P17307|Y13C_BPT4
Negative_57
Negative_24
sp|P16516|GP166_BPPH2
Negative_ind_31
sp|Q9XJS4|GPE_BPPM2
Negative_43
sp|P36934|VPS_BPP2
sp|O64333|TIPK_BPN15
sp|A0A1L4BKS3|TERL_BPG20
sp|Q38199|GIN_BPD10
sp|P03006|VG12_BPP22
sp|P11190|ABC1_BPP22
sp|P07074|MOBC_BPT4
Negative_116
Negative_121
Negative_11
sp|Q05287|VG72_BPML5
sp|P03800|Y65_BPT7
sp|P07078|Y04F_BPT4
Negative_168
Negative_ind_1
sp|Q06423|YO81_BPP2
sp|P18147|RPOL_BPK11
sp|P32268|Y03B_BPT4
sp|P04533|VG57B_BPT4
sp|P14109|VG17_BPP22
sp|P15234|YLF1_BPN4
sp|P13057|VBET_BPP4
Negative_195
sp|P18640|BXC_CBCP
Negative_79
sp|P07040|REPC_BPD10
sp|Q6TM72|ACR30_BPD31
sp|P10303|V192_BPT3
sp|P27077|VINT_BPP21
sp|P07693|ADOM_BPT3
sp|P07072|TEV2_BPT4
sp|A0MZA0|GP8_BPN4
sp|Q08401|GP43_BPSP1
Negative_ind_41
sp|P42546|YO11_BPL2
Negative_6
sp|O80302|REP_BPIF1
Negative_ind_35
sp|Q9AZ38|VXIS_BPHK6
sp|P51723|YO21_BPHC1
sp|P42537|YO02_BPL2
sp|P03683|GP55_BPPH2
sp|O64252|PRXH_BPMD2
sp|Q9T1S7|VP21_BPAPS
Negative_124
Negative_192
Negative_ind_36
sp|Q9T1Q9|VP39_BPAPS
sp|P39254|Y04O_BPT4
Negative_22
sp|P06949|GP1_BPPZA
sp|P03752|EA47_LAMBD
sp|P39243|Y16K_BPT4
sp|P03698|VBET_LAMBD
sp|Q9G058|Z_BPPHM
Negative_ind_42
sp|Q9G052|C_BPPHM
sp|P21682|CP79_BP186
sp|P51731|TMP_BPHC1
sp|P68584|YOSX_BPSPB
sp|P10302|SPAN2_BPT3
Positive_21
sp|O48449|TUBE_BPSPP
sp|Q858F5|FIBER_BPE15
sp|A0MZE7|NCTSP_BPN4
Positive_6
sp|Q7Y5N4|EXLYS_BPSP6
sp|P18058|INH_BPT4
sp|P03726|EXLYS_BPT7
Positive_9
sp|P39421|MODA_BPT4
Positive_79
sp|E7DNB6|TMP_BPDP1
Positive_4
Positive_41
sp|P03738|TIPL_LAMBD
sp|P39423|MODB_BPT4
sp|Q4Z9G3|PORTL_BPTWO
Positive_86
Positive_61
sp|P07067|FIB37_BPT2
sp|P25480|PORTL_BPP2
sp|Q6WHH0|BP27_BPKVM
Positive_90
sp|C0HJH8|CAPSD_BPKP2
sp|Q9T1W1|CAPSD_BPMU
sp|P09425|BP25_BPT4
sp|Q6QIB0|TSP_BPBMU
sp|P22501|TSP_BPP2
sp|B0ZSF3|CAPSD_BPHA1
sp|Q9G055|H_BPPHM
sp|Q9T1V4|BP45_BPMU
sp|P15316|HYLP1_BPH44
Positive_48
sp|P08558|BP44_BPMU
sp|O80298|G6P_BPIF1
Positive_37
sp|Q859P9|RPOLV_BPN4
sp|Q6QGE0|COMPL_BPT5
sp|O64332|TIPL_BPN15
Positive_28
sp|P03737|TIPM_LAMBD
sp|P69540|CAPSD_BPF1
sp|O21970|DARA_BPP1
sp|Q6QGD9|HCP_BPT5
sp|P15966|MATA_BPFR
sp|Q38394|FIB37_BPK3
sp|Q9T1V0|S1_BPMU
Positive_44
Positive_24
sp|P13390|FIBL1_BPT5
Positive_13
Positive_32
sp|Q9T1W5|PORTL_BPMU
Positive_25
Positive_5
sp|Q37889|CAPSF_BPB03
Positive_6
sp|P68656|W_BPP21
sp|P54309|PORTL_BPSPP
sp|P68650|CAPSD_BPP21
sp|P11112|COMPL_BPT4
Positive_64
sp|Q6QGD6|DECO_BPT5
sp|P10930|FIB12_BPT4
sp|P16011|BP53_BPT4
Positive_4
sp|P03801|GP67_BPT7
Positive_10
Positive_88
Positive_98
Positive_89
Positive_38
Positive_35
sp|Q01259|GPF_BPMU
Positive_7
Positive_55
sp|Q6WHG9|NEEDL_BPKVM
Positive_1
sp|Q6XQB2|PORTL_BPT1
sp|Q8HAE6|DECO_BPST6
sp|Q9T1R2|FIBER_BPAPS
sp|P26744|PORTL_BPP22
sp|B0FIH3|CAPSD_BPE32
Positive_14
Positive_28
Positive_65
Positive_76
sp|Q37893|FIB12_BPB03
sp|Q01074|GP7_BPP22
sp|P49859|PORTL_BPHK7
sp|P08233|VG38_BPOX2
Positive_2
sp|Q6QGE1|TTTP_BPT5
sp|P07534|DIT9_BPPZA
sp|P11111|NECK2_BPT4
sp|A7XXB9|PORTL_BP234
sp|P21679|BPD_BP186
sp|Q38582|CAPSD_BPSPP
sp|P79678|TSP_BPMU
Positive_81
sp|B0ZSF2|PORTL_BPHA1
Positive_57
Positive_5
Positive_62
sp|P08557|CIRCN_BPMU
Positive_96
sp|Q6QGE8|DIT_BPT5
Positive_53
sp|P03749|TIPJ_LAMBD
Positive_16
Positive_10
sp|O48459|DIT_BPSPP
Positive_22
sp|P03728|PORTL_BPT7
Positive_83
sp|Q7Y2C9|EXLYS_BPKMV
Positive_97
sp|Q24LI4|TSP_BPPCD
sp|Q775D6|FIBD_BPBPP
sp|P18056|HOC_BPT4
sp|Q6QIB5|CAPSD_BPBMU
sp|E1XTG6|PORTL_BPSAV
sp|Q38300|CAPSD_BPLC2
sp|Q04830|FIBER_BPK1F
sp|P13341|BP54_BPT4
sp|B0FII2|FIB20_BPE32
sp|Q6QGE3|TAIL1_BPT5
Positive_67
sp|Q38581|DECO_BPSPP
sp|P07535|PORTL_BPPZA
Positive_46
sp|P22502|TUBE_BPP2
sp|P51717|PORTL_BPHC1
sp|P15076|DNAPR_BPT4
sp|P07394|MATA_BPGA
sp|Q37988|TERM_BPCP1
Positive_33
sp|P68930|TUB11_BPPH2
sp|P04538|GP68_BPT4
sp|Q6QGD8|CAPSD_BPT5
sp|D3WAC8|HCP2_BPLP2
sp|Q859K5|CAPSD_BP44A
sp|O64331|TIPM_BPN15
Positive_99
sp|Q38442|GP7_BPSPP
sp|Q4Z9F2|TSP_BPTWO
Positive_51
sp|Q01076|GP20_BPP22
sp|Q9T1S1|EXLYS_BPAPS
sp|B6V2N4|PORTL_BPSP1
sp|B2ZYZ1|TAIL_BPMR2
Positive_95
Positive_39
sp|P03736|TMP_LAMBD
sp|Q7Y5P0|PORTL_BPSP6
sp|B0FIH7|FIB11_BPE32
sp|P79677|GP38_BPMU
Positive_2
sp|Q05220|PORTL_BPML5
sp|O48446|HCP16_BPSPP
sp|Q6WI88|CAPSP_BPKVM
sp|B6V2P4|TSP_BPSP1
Positive_58
sp|P49860|PRO_BPHK7
Positive_9
sp|P03746|TUBE1_BPT7
Positive_30
Positive_52
Positive_40
sp|Q853F7|TSP_BPMBZ
Positive_12
sp|O55246|G6P_BPPHL
Positive_27
Positive_20
Positive_24
sp|A7XXC2|CAPSD_BP234
sp|Q37972|G3P_BPPHL
sp|Q9T1S9|PORTL_BPAPS
Positive_42
sp|P51768|BPW_BPP2
Positive_68
sp|Q71TD7|U2_BPP1
sp|Q24LJ4|PORTL_BPPCD
sp|Q6QGE2|TUBE_BPT5
Positive_27
sp|O21876|HCP1_BPLSK
Positive_26
sp|Q858H1|PORTL_BPE15
Positive_15
sp|O64326|TTTP_BPN15
sp|P04534|SCAF_BPT4
sp|Q7Y2D5|PORTL_BPKMV
sp|P03624|G3P_BPPF3
Positive_63
sp|P03764|FIBER_LAMBD
sp|A7XXC1|DECO_BP234
sp|Q9ZXB2|PORTL_BPPHC
Positive_18
sp|Q6QGD7|PRO_BPT5
sp|D3KFX4|GP16_BPLP2
Positive_77
sp|E1XTG9|TSP_BPSAV
sp|P11110|NECK1_BPT4
Positive_60
sp|P10308|FIBER_BPT3
Positive_8
sp|Q01146|GP16_BPP22
Positive_30
sp|B2ZYY5|CAPSD_BPMR2
sp|A0MZE1|PORTL_BPN4
sp|Q6QGD5|PORTL_BPT5
sp|P03710|PORTL_LAMBD
sp|O21886|RBP_BPLSK
Positive_75
sp|P19728|CAPSB_BPT3
sp|Q8SCY1|EXLYS_BPDPK
sp|Q05223|CAPSD_BPML5
sp|O64046|TMP_BPSPB
Positive_11
Positive_66
Positive_80
sp|Q71TF8|DARB_BPP1
Positive_47
sp|O48448|COMPL_BPSPP
sp|Q38584|HCP15_BPSPP
Positive_50
sp|Q38066|G6P_BPPF1
sp|P18771|FIBP_BPT4
Positive_29
sp|P51767|BPJ_BPP2
sp|P06807|PCPP_BPT4
sp|O21874|CAPSD_BPLSK
sp|P26746|EXLYS_BPP22
sp|Q6X3W5|TERM_BP35C
sp|A9CRA7|CAPSD_BPMR1
sp|P07626|VG36_BPK3
sp|Q6QGF0|FIBC_BPT5
Positive_19
Positive_54
Positive_43
Positive_59
sp|Q01261|GPG_BPMU
sp|P08231|FIB37_BPM1
Positive_71
Positive_56
sp|P25129|G3P_BPPF1
sp|Q9T1V3|BP46_BPMU
sp|P51734|TAIL1_BPHC1
Positive_7
sp|P51772|BPX_BPP2
