nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
URS00003CFD19/Desulfobacter,111.99999999999999,53.75061635842259,755.1155603180152,0.6260634727880858,0.16666666666666669,2.0693275307903916,135.64659966250537,136.874195722004,14.880863137647417,25.117692522528355,53.75061635842259,156.93268366475348,754.4894968452271,18734.54545454546,131.81499114222513,65.90749557111256,1.2111303541295124,1.2882604603396854,0.253490236805771,miRNA
URS000053415E/Lachnospiraceae,155.99999999999997,104.79378408041063,745.9033556853727,3.0241536426580757,0.16666666666666669,2.3721203655329446,157.32768351437707,158.3459963038363,20.40907173525247,36.47184742394446,104.79378408041063,238.80312415915552,742.8792020427146,25073.454545454537,202.33127673521105,101.16563836760552,1.0085107917588276,0.9764247736141738,0.2914726730036052,miRNA
URS00003F18A8/Capnocytophaga,176.00000000000006,94.21398309682054,1838.8446710261437,2.4151460996146183,0.1666666666666666,2.6250652744838097,260.58395959843733,262.07728964396443,22.79246741616604,39.29452222231922,94.21398309682054,195.95610715972876,1836.429524926529,68684.50574712643,156.66158493740954,78.33079246870477,1.4805906795365753,0.9415700455532179,0.2240713588678322,miRNA
URS00004159DF/Ralstonia,256.0000000000001,165.01394965503619,2145.3222593686432,0.35862584841246636,0.16666666666666657,3.0622870621494225,287.8054898711976,288.9363605925031,32.01350881098178,72.83224886991098,165.01394965503619,334.574922207456,2144.963633520231,83484.22047244097,261.742673337545,130.8713366687725,1.1242401948093652,0.9484118984563134,0.2348697092341414,miRNA
URS000045437B/Prevotella,354.0,199.10448035726182,2901.6056753417997,1.9148349873372925,0.16666666666666666,3.6704114063772812,438.03196230412226,439.2746086654472,43.88799187371367,87.19121765701834,199.10448035726182,445.91179416937405,2899.6908403544626,192962.1818181818,358.7205765123557,179.36028825617785,1.237378424587916,1.0608508029502792,0.21509746523027437,miRNA
URS000047E949/Prevotella,235.9999999999999,130.67765861879263,2439.999999999998,0.07859840498040938,0.16666666666666677,3.042609947102695,360.55512754639886,362.0926830400071,39.4770761873803,56.72505523220372,130.67765861879263,253.32217394022763,2439.921401595018,131111.11111111104,196.5971187080239,98.29855935401196,1.5277759641796569,0.8763348514658437,0.21289309639952092,miRNA
URS00005255A8/Rhizobium,151.99999999999991,110.95227424297894,818.4395445163406,2.895688093083166,0.16666666666666674,2.291905391062509,142.9965034537558,143.94665678646376,30.756346048417825,47.47841674983212,110.95227424297894,206.55108593607443,815.5438564232574,20720.639999999992,159.0726691862423,79.53633459312115,0.9407664700904992,0.8611621563941714,0.26458508531031844,miRNA
URS000055B57E/Pseudomonas,188.0,99.55152440449648,2964.838022935759,1.167717973190919,0.16666666666666666,2.783754259363318,336.0238086802779,337.82555783552215,15.233662796390382,32.8573222093597,99.55152440449648,243.8995713401345,2963.670304962568,114126.10752688171,211.0422491307748,105.5211245653874,1.7873606844695633,0.7896625772698838,0.2467094740905172,miRNA
URS000057EBF6/Moorea,188.0,8.003286020266266,9194.817071037225,0.2800050109249157,0.16666666666666666,5.486756195673133,1072.305926496725,1078.0555973453975,2.712614593984757,4.004143933778894,8.003286020266266,14.673955436738211,9194.5370660263,1162203.8709677418,10.669811502959316,5.334905751479658,5.703754928174069,0.5035784365226581,0.0596699697665178,miRNA
URS0000655ADD/Frankia,165.99999999999994,96.25390985042831,1098.0,2.8849853423778438,0.16666666666666674,2.490394684704204,194.83326204732086,196.01766968635326,22.524766384446064,40.540845650583215,96.25390985042831,200.55152446638022,1095.1150146576222,38422.92682926829,160.010678815797,80.0053394078985,1.1736943496826562,1.0739350573409554,0.19829910567136028,miRNA
URS0000669483/Sorangium,178.00000000000003,54.3237029563972,1274.0000000000002,0.15739188039397103,0.16666666666666666,2.8074618405743252,258.17823300967876,259.64101090824335,11.149006023192568,16.947473034887693,54.3237029563972,225.8947992467565,1273.8426081196062,67413.45454545453,208.9473262118688,104.4736631059344,1.4504395112903299,1.4371036892056623,0.2090078942034388,miRNA
URS00005C93BE/Pseudomonas,164.0,90.07780184163013,820.0,3.817023042602121,0.16666666666666666,2.4725134403304043,186.59046063504962,187.738720461427,19.642346052925266,39.984211189558366,90.07780184163013,227.3693457916135,816.1829769573978,35245.82716049383,187.38513460205513,93.69256730102757,1.137746711189327,1.1885205370110565,0.25615330485756016,miRNA
URS0000674681/Streptomyces,83.99999999999997,40.3545183048333,372.61141348486404,1.6461709275204148,0.1666666666666667,1.831689421005699,103.61467077590896,104.87065203638521,7.862691338140604,12.685909439330072,40.3545183048333,112.19184072761338,370.96524255734363,10997.853658536585,99.5059312882833,49.75296564414165,1.233507985427488,1.263686349674177,0.19969656539315137,miRNA
URS0000609D73/Pseudomonas,160.00000000000006,128.6843084369237,537.2326414322889,1.5557641508344484,0.1666666666666666,2.34809573384571,139.08270920570968,139.96021134413047,25.93447205153005,43.719076036617,128.6843084369237,229.05717564701337,535.6768772814545,19588.86075949367,185.33809961039637,92.66904980519818,0.8692669325356852,0.6754763063342194,0.27302738108838637,miRNA
URS00005684F2/Xanthomonas,174.0,107.31257527813378,1231.4686795661244,0.6586631731887439,0.16666666666666666,2.5599673615582743,224.69534930656664,225.99794195399625,23.167899113871446,40.6508443327628,107.31257527813378,200.62820332395074,1230.8100163929357,51075.06976744186,159.97735899118794,79.98867949559397,1.2913525822216474,0.8903712283454543,0.26772836656955895,miRNA
URS0000613847/Pseudomonas,159.99999999999997,77.49018029646136,1075.5586614814024,2.9259100236191893,0.1666666666666667,2.4984037121536065,198.31288409984862,199.5640819005517,17.402442740663403,32.34521909501031,77.49018029646136,219.70115803018297,1072.6327514577831,39825.822784810116,187.35593893517267,93.67796946758634,1.239455525624054,1.248176386694004,0.21925596278197715,miRNA
URS00006A857B/Sphingomonas,208.00000000000006,98.6210441930346,2564.0000000000005,3.6190541223625887,0.1666666666666666,2.8808302064330458,311.51243955900065,313.0209831981398,20.610618132905437,38.49201374815334,98.6210441930346,253.9749024456437,2560.3809458776377,97982.13592233011,215.48288869749035,107.74144434874518,1.497655959418272,1.053366818626667,0.19431915571977412,miRNA
URS00007F06D9/Candidatus,114.00000000000001,65.1902187978365,858.117803573013,1.7238710028648252,0.16666666666666666,2.0769757807477682,144.9965516831349,146.28543526759108,17.173774326637563,23.821748873361315,65.1902187978365,141.61904563565398,856.3939325701482,21399.42857142858,117.79729676229266,58.89864838114633,1.2718995761678498,1.0098815586075922,0.22022523540155917,miRNA
URS0000ADC386/Curtobacterium,130.00000000000003,66.33660095317092,1170.0000000000002,0.24991255357376016,0.16666666666666663,2.3022775714231676,191.24852940611075,192.73686725688992,12.544317534616289,18.795638920305706,66.33660095317092,143.77378715491128,1169.7500874464265,37147.50000000001,124.97814823460557,62.489074117302785,1.4711425338931592,0.9986492326690009,0.20024567858165893,miRNA
URS0000705BBA/Streptomyces,120.0,42.60332558213209,968.5577222069722,2.2803010541544876e-30,0.16666666666666666,2.2862261825501107,187.53133071569664,189.1139016482135,9.015951677525484,18.05345861535854,42.60332558213209,119.53325325438412,968.5577222069722,35764.067796610165,101.47979463902558,50.73989731951279,1.562761089297472,1.2381399010366487,0.17096940021250068,miRNA
URS0000AF0259/Curtobacterium,135.99999999999997,76.37686624910506,1616.0,3.8669498553760158,0.1666666666666667,2.3041620717181535,215.70350020340422,217.30726578095366,16.78928101063468,28.907523611797444,76.37686624910506,161.1207667007152,1612.133050144624,47222.44776119403,132.21324308891775,66.10662154445887,1.5860551485544432,0.8292373609330138,0.24879547022603207,miRNA
URS0000702B0E/Spirosoma,242.00000000000003,161.16876935413694,1696.7813394050183,0.17016827593154865,0.16666666666666666,2.924517000999607,249.79991993593595,250.83859352181037,50.43504835603472,88.34255783296167,161.16876935413694,307.45503722835235,1696.6111711290869,62920.00000000001,219.11247939539066,109.55623969769533,1.0322310741154377,0.9707516799836428,0.2191054628897925,miRNA
URS000071FD08/Streptomyces,118.00000000000001,40.019355881954006,1226.0000000000002,1.0407705433660082,0.16666666666666666,2.370328183944341,202.64254242384544,204.38199529312755,2.6054220497690044,10.686100993823327,40.019355881954006,154.31535915581173,1224.9592294566341,41772.00000000001,143.62925816198842,71.81462908099421,1.717309681558012,1.154456164810778,0.24295540305363036,miRNA
URS000080159D/Neochlamydia,185.99999999999997,121.08489991490397,799.7604357591998,5.298122572317411,0.16666666666666669,2.5410271047889776,171.16074316267733,172.08845046257082,26.466733654252067,63.61527987529789,121.08489991490397,271.9029798281509,794.4623131868824,29614.434782608692,208.287699952853,104.1438499764265,0.9202190492617063,1.1377918596099752,0.24140305377516647,miRNA
URS00007E5D41/Parachlamydia,124.00000000000001,70.92485500397717,745.3081002687893,0.9733925627543627,0.16666666666666666,2.153874468840876,153.72703080460508,154.98196616402043,17.665688783821064,34.572778530090815,70.92485500397717,144.4922547566312,744.3347077060349,24019.409836065573,109.9194762265404,54.9597381132702,1.2397341193919762,1.0357673218215746,0.22238537625457874,miRNA
URS000080A228/Candidatus,72.00000000000001,57.03677440204493,296.0,2.9951788922691476,0.16666666666666663,1.5611461332509553,64.74565622495459,65.66408020045228,15.06770215713784,22.959016972230657,57.03677440204493,102.39230484541325,293.00482110773083,4311.771428571428,79.43328787318259,39.716643936591296,0.8992452253465913,0.6933233735078534,0.30000522015886694,miRNA
URS00007F65E4/Parachlamydia,224.00000000000006,172.57169989266123,952.6100473088087,0.25405177728008427,0.16666666666666663,2.7985977777203734,213.39165869358624,214.35072716049794,52.10715992025771,64.02933622107528,172.57169989266123,302.66281995061263,952.3559955315286,45946.23423423423,238.63348372953735,119.31674186476867,0.9526413334535098,0.723012798469117,0.23231286994018707,miRNA
URS000083257D/Tannerella,310.0000000000001,223.88474321159669,1314.053478604487,2.55233111952709,0.1666666666666666,3.266462497419209,266.60832695172894,267.472537733425,58.639299747201655,102.6736152650883,223.88474321159669,469.23442826445074,1311.50114748496,71541.55844155845,366.56081299936244,183.28040649968122,0.8600268611346091,0.9690086326973026,0.29400272783189946,miRNA
URS0000B85E65/Sphingomonas,198.0,123.37485457182215,1138.2761905427121,0.4099831809986331,0.16666666666666666,2.758151741285694,225.08664998173475,226.23213651432616,15.524177676222726,34.10681778032638,123.37485457182215,299.22786798364086,1137.8662073617136,51180.97959183671,265.1210502033145,132.56052510165725,1.1368012625340138,0.9946189003332738,0.31267566837441885,miRNA
URS000080A323/Parachlamydia,110.00000000000003,61.31432986204401,462.0985618659001,4.281695933922374,0.1666666666666666,2.0025873466948907,117.13240371477058,118.21198786110516,17.208444777191268,24.54038895551792,61.31432986204401,136.39540494472124,457.8168659319777,13974.074074074073,111.85501598920331,55.927507994601655,1.0648400337706414,1.2469394102893325,0.19094843398242697,miRNA
URS0000820B05/Tannerella,197.99999999999991,113.38488495018194,1215.0408681128672,0.6267160897523812,0.16666666666666674,2.6589393115484197,214.83016547961785,215.92345582523035,37.276122192609,67.63034612948036,113.38488495018194,258.8251474074592,1214.4141520231149,46622.9387755102,191.19480127797885,95.59740063898943,1.0850008357556462,1.181609410311317,0.21209313665308924,miRNA
URS0000824F6B/Tannerella,329.99999999999994,218.8645972462229,2261.507571049344,1.1414610240995298,0.16666666666666669,3.4355493717348544,339.4819582835,340.5153912928417,52.15901094310283,86.58469537903024,218.8645972462229,447.598753146078,2260.3661100252443,115950.73170731707,361.0140577670478,180.5070288835239,1.028733206919697,0.9821028780059793,0.23477721941583293,miRNA
URS00000FB4B3/Capnocytophaga,192.00000000000009,80.01597394965611,1817.1651336666753,0.10339380790084635,0.1666666666666666,2.9168128228176666,341.10408968524547,342.8946746374706,18.13296691551236,33.37784049657425,80.01597394965611,182.66726013880003,1817.0617398587744,117576.75789473683,149.28941964222577,74.64470982111288,1.776583800443986,0.9848960722254383,0.22855634904165983,miRNA
URS00001D7098/Xenococcus,145.99999999999997,95.49008534367518,635.8032435288545,0.2472551861014687,0.16666666666666669,2.2875682444983663,148.59340496805365,149.62174530016236,22.338890205854028,40.96103973499892,95.49008534367518,184.81208507231472,635.555988342753,22386.66666666666,143.85104533731578,71.92552266865789,1.017763047726395,1.0197608972050412,0.2168797033897093,miRNA
URS000007F1E8/Pantoea,170.00000000000006,127.59688053763836,556.1170790240909,2.1253085769147937,0.1666666666666666,2.37988751353568,132.84577524332494,133.63418439192586,40.21574246760345,64.56826202391626,127.59688053763836,254.5883396266015,553.9917704471761,17858.095238095244,190.02007760268526,95.01003880134263,0.7814457367254406,0.9575717267190772,0.2733358827822191,miRNA
URS00001D5617/Candidatus,95.99999999999999,34.68338799439014,628.8195758445015,0.5226426847451311,0.16666666666666669,1.9604631511320558,134.22369388450014,135.64408998897136,16.01362966948437,19.864387015564624,34.68338799439014,117.17157287525384,628.2969331597563,18399.319148936163,97.30718585968921,48.653592929844606,1.3981634779635432,1.3704721625014946,0.23015706664551847,miRNA
URS0000D215CF/Chitinophaga,195.99999999999991,75.44215393279775,2327.8090986999073,0.8228984518278254,0.16666666666666674,2.925019713419696,336.71352809175926,338.4447144546181,14.507404913503605,30.11850554392601,75.44215393279775,221.78080302571414,2326.9862002480795,114544.824742268,191.66229748178813,95.83114874089406,1.7179261637334664,1.074128325794636,0.20856191415546377,miRNA
URS00002353C5/Pseudomonas,162.0,92.5975086698998,933.8943562480824,0.01492024457582177,0.16666666666666666,2.5297185661271273,198.07069445023913,199.30479171359625,10.64090232211299,31.22307462359625,92.5975086698998,201.92014666714627,933.8794360035066,39722.39999999999,170.69707204355,85.348536021775,1.2226586077175254,1.051177583681407,0.18204466455049576,miRNA
URS0000CD6FAC/Chitinophaga,207.99999999999997,101.14421188654009,2510.147292325082,0.5424037341916573,0.16666666666666669,2.943598335891379,336.1666253511791,337.7945604188198,19.71648975668272,36.66485268415421,101.14421188654009,266.0549605788876,2509.6048885908904,114105.1650485437,229.39010789473338,114.69505394736669,1.616185698803746,0.9535966397779566,0.28871499721713184,miRNA
URS0000D0BEC8/Pseudomonas,206.0,124.03723540008338,1724.2864222923563,0.7580792719264923,0.16666666666666669,2.8020694219984077,255.35857142457547,256.60727604190623,18.7731257724588,40.523923342303775,124.03723540008338,257.99338853780256,1723.5283430204297,65847.29411764706,217.4694651954988,108.7347325977494,1.239604715653279,0.9629138055872042,0.22681072506200126,miRNA
URS0000D23776/Spirosoma,186.0,113.05066492278344,1302.2855601380038,3.4279650006083804,0.16666666666666666,2.6184485489520335,217.95412361320436,219.13545542902668,27.971845287383957,52.373696923640985,113.05066492278344,224.48002004228775,1298.8575951373955,48020.34782608694,172.10632311864677,86.05316155932339,1.1717963635118513,1.0041012374697331,0.2011595483496242,miRNA
URS0000E138E8/Stenotrophomonas,165.9999999999999,65.36886782582567,1439.9145687541588,0.49235249988298857,0.1666666666666668,2.6504131899102283,241.80984264500069,243.27982483291066,15.293974904797322,19.545694200953545,65.36886782582567,226.33961207432588,1439.4222162542758,59185.073170731695,206.79391787337235,103.39695893668618,1.4566857990662703,1.2484743930201805,0.23594488072270078,miRNA
URS0000CFA823/Pseudomonas,206.00000000000003,127.62349470031688,1064.8454503917214,1.6111367786556663,0.16666666666666666,2.7541293013194093,228.50820554194553,229.62561174361076,34.15382983871974,47.08713510287055,127.62349470031688,241.06271407130467,1063.2343136130658,52727.92156862748,193.97557896843412,96.98778948421706,1.1092631336987646,1.0289762476642812,0.16538834105432013,miRNA
URS0000DC2270/Pseudomonas,208.00000000000006,119.59450782863397,2415.0510712091536,0.28738272949823,0.1666666666666666,2.8345679850104486,292.10956848415634,293.52415093900885,28.880578901153605,56.521414274237685,119.59450782863397,266.8087354758484,2414.7636884796552,86156.42718446605,210.2873212016107,105.14366060080535,1.4043729254045973,0.9079349159645324,0.22488526486093915,miRNA
URS0000E15330/Stenotrophomonas,184.0000000000001,120.07894959072244,1166.7598078343447,1.0539360621554574,0.16666666666666657,2.6793481934090537,235.83044756773882,237.12267887143318,15.19985001942433,39.61171658226608,120.07894959072244,200.2232797318487,1165.7058717721893,56227.164835164825,160.61156314958262,80.30578157479131,1.281687215042058,0.8131399198263061,0.16982022799482374,miRNA
URS0000DE9C8B/Pseudomonas,155.99999999999994,66.5124228476837,798.6678513231295,0.3678329000823188,0.16666666666666674,2.4612476925755997,181.9890106572372,183.16694535349401,15.984466388330171,29.170075013950107,66.5124228476837,254.4906057538799,798.3000184230472,33550.129870129866,225.32053073992978,112.66026536996489,1.1665962221617774,1.4751590246434076,0.31452858526890215,miRNA
URS0000E17B49/Stenotrophomonas,168.0,89.91740114760921,1297.585961724351,0.6146710030518218,0.16666666666666666,2.5998834086937492,209.11240996172373,210.36835164419097,12.73364018061717,23.050587499387746,89.91740114760921,223.2480801008119,1296.971290721299,44254.84337349398,200.19749260142416,100.09874630071208,1.2447167259626413,1.120200358266874,0.237095724492171,miRNA
URS0000DEAA98/Pseudomonas,177.99999999999986,115.25811890719342,748.6223824075521,0.8825875621295916,0.1666666666666668,2.5424487638123847,174.17232845661786,175.1591484128855,15.513598669459945,49.24409396147496,115.25811890719342,236.84639003082302,747.7397948454225,30680.727272727243,187.60229606934806,93.80114803467403,0.9784962272843708,1.0806862659891567,0.19788718359814964,miRNA
URS0000E26647/Stenotrophomonas,164.00000000000006,80.42656385570601,1184.0151283219463,4.044239577999041,0.1666666666666666,2.5222512602280296,216.55484293822659,217.8875007038333,22.176146506740146,35.54341687971406,80.42656385570601,189.69488833914085,1179.9708887439474,47474.962962962956,154.15147145942677,77.07573572971339,1.3204563593794298,1.1577681894853833,0.21515860405685633,miRNA
URS0000E276B4/Thiocapsa,171.99999999999997,43.98930790536674,4595.461419359878,5.310126228218901,0.1666666666666667,3.1010678796607087,526.7864842609384,529.8761675534921,11.778554808576672,15.796605859406991,43.98930790536674,97.50043658224602,4590.151293131659,280768.7529411764,81.70383072283903,40.851915361419515,3.062712117796154,0.7290089775607704,0.10752812425200416,miRNA
URS0000E343A9/Stenotrophomonas,166.0,82.58576410718818,1115.4870898977658,0.04135799443815234,0.16666666666666669,2.565813591067876,216.31458573105974,217.62958012720023,21.74172206944812,29.41804517219296,82.58576410718818,202.977936427339,1115.4457319033277,47362.634146341465,173.55989125514603,86.77994562757301,1.3030999140425286,1.1568462054128794,0.2203273136966058,miRNA
URS0000E436D3/Eilatimonas,191.99999999999997,25.085350358858697,7645.691453623979,0.0,0.16666666666666669,3.8140378609465544,803.2733034279179,807.4899901611947,6.963610233577099,11.754014032436729,25.085350358858697,76.44874604501845,7645.691453623979,652040.0842105263,64.69473201258172,32.34736600629086,4.1837151220204065,0.6233792991582451,0.09534747452404926,miRNA
URS0000EE4968/Labrenzia,185.99999999999991,73.42405169441153,7190.188876235904,0.6595755848181232,0.16666666666666674,3.1334466636717835,745.7720831460504,749.8142378645175,17.331595198600255,33.130388913219775,73.42405169441153,150.5000605710965,7189.529300651086,562221.3913043473,117.36967165787672,58.68483582893836,4.009527328742208,0.452856646888759,0.30381705995471253,miRNA
URS0000EC949F/Tepidamorphus,192.00000000000003,72.83013041077811,6354.629966406541,0.8160155514589917,0.16666666666666663,3.051481685081971,650.7349690926407,654.1509241596677,18.075541342790288,34.327516680315966,72.83013041077811,163.51214050708091,6353.813950855082,427913.4315789474,129.18462382676495,64.59231191338247,3.389244630690836,0.5493935714968002,0.21218645615170825,miRNA
URS0000ECB7FB/Anoxybacillus,196.0,144.34570606926616,1000.0,1.9765847981193032,0.16666666666666666,2.59921940598975,188.0,188.96658734818868,42.22541088884845,64.5027422995832,144.34570606926616,289.42726842641764,998.0234152018807,35708.37113402062,224.92452612683445,112.46226306341723,0.9591836734693877,0.8242706478308592,0.3002646444477932,miRNA
URS0000ECCD21/Larkinella,184.0,99.93029750706359,1688.5722040176547,0.6682322877797663,0.16666666666666669,2.7213827787288163,268.8345215927448,270.3075984914183,14.521110812607564,38.71232582647272,99.93029750706359,208.14378597266128,1687.903971729875,73066.1978021978,169.43146014618856,84.71573007309428,1.4610571825692653,0.9381574434137545,0.20250668085208895,miRNA
URS00010C75D7/Sinorhizobium,191.99999999999997,92.7172186863584,5587.14800812304,3.93017941164877,0.16666666666666669,2.915081667619827,568.9710010185053,571.9577459549741,26.208539907378956,42.20060750200305,92.7172186863584,183.0733939375397,5583.217828711391,327135.66315789474,140.87278643553663,70.43639321776831,2.9633906303047155,0.5234859833062696,0.1932411186156121,miRNA
URS00012E0807/Stenotrophomonas,188.0,89.87566222154328,1112.9252360624175,2.006379909400381,0.16666666666666666,2.7372945715910753,236.91348631937356,238.18380902513175,15.860315064120371,31.269271502713714,89.87566222154328,243.00668198485283,1110.918856153017,56731.526881720434,211.73741048213913,105.86870524106956,1.2601781187200722,1.2425337953895024,0.22069297021422737,miRNA
URS0000EE636E/Stenotrophomonas,190.00000000000003,107.5826205369242,900.9139625651444,2.9874933421428613,0.16666666666666666,2.6333211493610875,206.5913841378677,207.68736734137562,31.58160118386535,46.548516577250936,107.5826205369242,246.94996316215412,897.9264692230015,43134.042553191495,200.40144658490317,100.20072329245158,1.08732307440983,1.1968172797769003,0.2128240289233796,miRNA
URS0001535F0D/Chitinophaga,174.00000000000003,123.13956413432874,761.5942739894715,2.2316055124231857,0.16666666666666663,2.508588844265315,177.33583958128713,178.36388204623898,24.89072178642684,44.61896178293888,123.13956413432874,256.1214823361998,759.3626684770484,31813.674418604656,211.50252055326092,105.75126027663046,1.0191714918464776,0.8604087473647634,0.24881884147331346,miRNA
URS0000EE6B72/Stenotrophomonas,177.99999999999994,112.26517060786045,1058.3614976546492,3.217554296584861,0.1666666666666667,2.563457687147421,193.16314348239413,194.25756098540924,18.097488921904436,44.55666516234277,112.26517060786045,228.0502495546709,1055.1439433580642,37735.999999999985,183.49358439232813,91.74679219616407,1.0851861993392933,1.0209219244477281,0.21284656422057438,miRNA
URS0000EE9049/Stenotrophomonas,170.00000000000003,90.89101428637167,1773.83680769514,2.742589017944545,0.16666666666666663,2.625270386977221,255.78115645997067,257.2991588459961,13.770448390569166,34.88541588426584,90.89101428637167,180.50222234397916,1771.0942186771954,66202.85714285713,145.6168064597133,72.80840322985665,1.5045950379998272,0.9278516073095726,0.17544041620832343,miRNA
URS0000F02773/Pseudomonas,184.0,100.48478453427674,1084.6226083596162,0.1700541724135701,0.16666666666666669,2.6904964700387395,226.34486961272168,227.58512475772443,15.887047597175053,31.385987800937553,100.48478453427674,236.94793329900034,1084.4525541872026,51794.989010989,205.56194549806278,102.78097274903139,1.2301351609387048,1.106919926331248,0.18599000771383165,miRNA
URS0001DBD379/Novosphingobium,171.99999999999994,88.65494068481807,1341.3002091489964,0.4384348994260937,0.16666666666666674,2.6560910772716415,241.26334160000357,242.67838799530543,16.499032469555726,25.645844671212803,88.65494068481807,199.6044153763824,1340.8617742495703,58892.8,173.9585707051696,86.9792853525848,1.4026938465116492,1.0363579327359442,0.24125377211729385,miRNA
URS000160FDB3/Pseudomonas,204.00000000000003,106.09893261068282,1218.4627220393227,2.4307806183469456,0.16666666666666663,2.8126888167471398,245.14485513671295,246.35545437637478,26.158488147533564,35.239197863769256,106.09893261068282,264.04112799772815,1216.0319414209757,60691.00990099008,228.8019301339589,114.40096506697945,1.2016904663564358,1.198080220790922,0.23957951075216724,miRNA
URS0001FF58A2/Novosphingobium,169.99999999999994,67.05446295556739,1239.289128649142,2.1607035377591006,0.1666666666666667,2.682418559480629,245.2427368955093,246.69819618310953,16.677146763789224,25.03921068423443,67.05446295556739,200.96636069214014,1237.128425111383,60859.99999999999,175.9271500079057,87.96357500395285,1.442604334679467,1.2593099189921528,0.16238631156836417,miRNA
URS0001F4F4DB/Novosphingobium,171.99999999999997,78.99839512723403,1497.98498650355,1.4107301124330656,0.1666666666666667,2.637559717619991,250.27984337537052,251.74777293249406,14.226474893895,40.49052441798471,78.99839512723403,212.59276731086595,1496.574256391117,63376.941176470595,172.10224289288124,86.05112144644062,1.4551153684614568,1.1147714128933888,0.23833072105350356,miRNA
