nameseq,k1,k2,k3,k4,k5,label
URS00021952B3/Sphingobium,0.6283550912656729,0.7368786513387926,0.7611185510126013,0.7656218472117918,0.7666815406328876,miRNA
URS00021B66A2/Dyella,0.6231677894309919,0.7377981558615928,0.7602310483746743,0.7650785259052744,0.7665930470653913,miRNA
URS00021B68BF/Sphingopyxis,0.6012870548551437,0.7276536052462974,0.7580267890928241,0.764877037201224,0.7666717092177111,miRNA
URS00021B8FBC/Sphingomonas,0.603848000112578,0.7120041843169523,0.7485671750166224,0.75764254908432,0.7633453848035836,miRNA
URS00021B9845/Sphingopyxis,0.5915892395363191,0.721227344700312,0.7546733435060886,0.7630276540929676,0.7657280260595143,miRNA
URS0002195B74/Bradyrhizobium,0.6228864651968401,0.7387005311551202,0.76012909480647,0.7642517971019981,0.7658637187626576,miRNA
URS00021BA1BB/Sphingomonas,0.616714961892519,0.7373392190386463,0.7604403916182179,0.7655553476971635,0.7663235970920369,miRNA
URS00021BC98A/Rhizobium,0.6117078628096473,0.7277847643057269,0.7567758428204499,0.7639338599308687,0.7650791940463376,miRNA
URS00021CA378/Rhizobium,0.6075803007329763,0.721896129619467,0.7531007275586729,0.7624088246084979,0.7647600823969308,miRNA
URS0002195DD5/Rhizobium,0.6199937788016386,0.7276839759633137,0.7538897849597156,0.7624467409667642,0.7650549914250234,miRNA
URS000219697A/Sphingopyxis,0.6058442464463076,0.7269081438046191,0.7569375645797674,0.764117560596411,0.766347845885844,miRNA
URS00021971AB/Sphingomonas,0.6343522581639984,0.740120386748873,0.7618001755400847,0.7655153666564216,0.7664113356966797,miRNA
URS000219908E/Bradyrhizobium,0.6166253709827633,0.7353543197630831,0.7607036459250126,0.7648226575841285,0.7662041410141645,miRNA
URS000219BB56/Sphingomonas,0.6204521695277617,0.7358087520190963,0.7601425246338971,0.7656098604502662,0.7669658280608067,miRNA
URS000219BD1C/Devosia,0.6150249325162818,0.7360835799581859,0.7604725808962384,0.7662105250119727,0.7675144912503776,miRNA
URS000219D115/Rubricella,0.6105393247254421,0.7352916447398054,0.7584015646443489,0.764162726533038,0.7660475007983344,miRNA
URS00021BEF43/Xanthomonas,0.5963969708458279,0.7224057241931244,0.7517380459940259,0.7584768693823499,0.7622486518963065,miRNA
URS00021DCE9E/Novosphingobium,0.6050512721277131,0.7302627533968731,0.7579581598733531,0.7642588946652081,0.7661946767494205,miRNA
URS00021DE097/Rhizobium,0.6136340078692879,0.7304279428328091,0.7574484532835192,0.7634706315710447,0.7652801492901682,miRNA
URS00021DF2C3/Sphingobium,0.6315205976958416,0.7416452080052727,0.7621774380469282,0.7654488439634605,0.7663234476259773,miRNA
URS00021E00E1/Sphingomonas,0.612036815126347,0.7321089920749951,0.7595819435485045,0.7645865521880674,0.7664942764132942,miRNA
URS00021E2097/Sphingomonas,0.6132574880289413,0.7356738737146642,0.7613607657102981,0.7664478612637131,0.7676211441710558,miRNA
URS00021E34FA/Dyella,0.6236088134303246,0.7392897047554555,0.760765160149684,0.7652005961901196,0.766465876820259,miRNA
URS00021E4017/Sphingomonas,0.6119569136676366,0.7335819315254613,0.7599663982037144,0.764174877196221,0.7656152902799722,miRNA
URS00021E7827/Sinorhizobium,0.6005818010652562,0.7280370549046626,0.7570767310646519,0.7638899762048068,0.7652575871001932,miRNA
URS00021E7C42/Leifsonia,0.6145233064993548,0.7366428637804318,0.7604628817667124,0.7653297104113786,0.7666822117022829,miRNA
URS00021E7D75/Ramlibacter,0.6030702866231081,0.7279088587137491,0.7561943946019356,0.7637419983876113,0.7658369281890377,miRNA
URS00021E8A2E/Rhizobium,0.6302116773538002,0.7420389262570876,0.7625629979186289,0.7666810035341907,0.7677007998761254,miRNA
URS00021E9E89/Rhizobium,0.6271526715322954,0.7351931342418269,0.7589001848873761,0.7643430596409407,0.765290191427231,miRNA
URS00021EA82C/Sphingomonas,0.6164696936179376,0.7349512266134729,0.7591169993099106,0.7643127561664628,0.7657277212210739,miRNA
URS00021EB2DF/Sphingomonas,0.6073616612659255,0.7337460745543541,0.7604626904773937,0.7657862654240919,0.7671574393243878,miRNA
URS00021EC435/Sphingomonas,0.6243098770946992,0.7227224114253434,0.7524443469462466,0.7602834950696647,0.7645733044861174,miRNA
URS00021ED718/Nocardioides,0.5928172715530006,0.7238367803612409,0.7550595158480322,0.7625999306803845,0.7653966742985614,miRNA
URS00021CAED6/Ramlibacter,0.6259017529624072,0.7365320245054697,0.7606424365413039,0.7654858920468298,0.7668473875556561,miRNA
URS00021CC5A8/Promicromonospora,0.6130476606242693,0.7379598367915815,0.7593001835930218,0.7648072902735601,0.7661615824069561,miRNA
URS00021CD877/Sphingopyxis,0.5926774818503932,0.7246495411916094,0.756511769972701,0.7643256096849133,0.766000648559554,miRNA
URS00021CDB84/Rhizobium,0.635676090365486,0.7410046956567482,0.761447901231206,0.7656286034704072,0.7670779124220749,miRNA
URS00021CFF01/Rhodanobacter,0.6271533510166825,0.740568139055257,0.7621180418454595,0.7655318004871219,0.7665645406603143,miRNA
URS00021D099D/Novosphingobium,0.6338897609146554,0.7305141766994804,0.7557190328816741,0.7622524448406758,0.7654675316739287,miRNA
URS00021D0FA1/Saccharopolyspora,0.597045097511332,0.7250302147279368,0.755958608165136,0.7636553501950961,0.7653276919712269,miRNA
URS00021D2357/Sphingopyxis,0.6138792778432067,0.7351416891149058,0.7592598367910414,0.7649680528243277,0.7659804273712096,miRNA
URS00021D2B8A/Sphingomonas,0.5989476561134698,0.7243199886782153,0.7570360714171431,0.76373563289504,0.7657168514809847,miRNA
URS00021D6B8B/Sphingomonas,0.6042828316350771,0.7255702505813495,0.7551452364856654,0.7639298840198673,0.7664233928457552,miRNA
URS00021D6D8F/Sphingopyxis,0.6024056875410111,0.7243879545412962,0.7566669464636042,0.7638791174157312,0.7661882996482856,miRNA
URS00021D7C5A/Pseudomonas,0.6405671787222263,0.7422509643703814,0.7613324737673989,0.7648230011231156,0.7659841872277381,miRNA
URS00021D85A8/Sphingomonas,0.6316936341040439,0.7403303134581667,0.7614099690786718,0.765232140023368,0.7661197952937431,miRNA
URS00021D98EB/Rhizobium,0.6259464753505812,0.7360915524496033,0.7592103993374576,0.7647206383405215,0.765858534487067,miRNA
URS000221E152/Rhizobium,0.6000016265403125,0.7257174606364812,0.7553007437390078,0.7615847856855767,0.7637401939094495,miRNA
URS000225BA46/Rhizobium,0.619064870599078,0.7290932352461472,0.7568509744413242,0.7636509973825216,0.7649917345831357,miRNA
URS000219D7DD/Sphingomonas,0.6192057457876762,0.7368347638452505,0.761656014027119,0.7662043160274932,0.7671278739672172,miRNA
URS000219EDEB/Dyella,0.6216936248587338,0.7356786887435175,0.7587321158075611,0.7640107194040706,0.765988631849665,miRNA
URS000219F00F/Sphingobium,0.6404826355765553,0.7425666905144754,0.7600225190861013,0.7650465797366237,0.7662876595696115,miRNA
URS00021A1A17/Hymenobacter,0.6414376489318198,0.742939260820623,0.7624369425097287,0.7655325958977982,0.7664622663302038,miRNA
URS0000AD0CAB/Curtobacterium,0.5714529336520972,0.7097865486918155,0.7476842229427086,0.7558164536641692,0.7591784125677615,miRNA
URS0000AD8572/Curtobacterium,0.5855829949172512,0.7295170919365199,0.7563883925129139,0.7638572058746022,0.7656958224962374,miRNA
URS0000ADA90B/Curtobacterium,0.60701492255295,0.7299135592286559,0.756753819646477,0.7630158008459658,0.7649123239735742,miRNA
URS0000B09249/Thalassospira,0.6385379739559323,0.7124679945204894,0.7380129239552252,0.7473659824419271,0.7545441836324306,miRNA
URS0000AEF26D/Curtobacterium,0.6138853241574763,0.7260191562754297,0.756582316797882,0.7612837930527273,0.7636024244060747,miRNA
URS0000AF3711/Curtobacterium,0.5803674359035268,0.7239064856095206,0.754952555706917,0.7622607497581033,0.7653246814682455,miRNA
URS0000B9E3E5/Sphingomonas,0.6135503206404751,0.736757060816914,0.7609062742681156,0.765442299696605,0.7667617508753852,miRNA
URS0000BFABB8/Sphingomonas,0.5994678458170848,0.7301586502594468,0.7577386563990434,0.764042466657576,0.7657704911203281,miRNA
URS0000BE3947/Sphingomonas,0.6005535922555902,0.7296754589067349,0.758140939530749,0.764821505011312,0.7664035541286458,miRNA
URS0000BE3DBA/Knoellia,0.6104785922067869,0.7314309962582716,0.7582482875947827,0.7641211073358062,0.7648064757798058,miRNA
URS0000BFBA6A/Sphingomonas,0.6009008324945319,0.7310932625422741,0.7588585693477993,0.7649840822492495,0.7663801063760786,miRNA
URS0000BEEE25/Streptomyces,0.5761780611656981,0.712217981012507,0.7519635918879151,0.7599980117440772,0.7610122226839504,miRNA
URS0000BFF544/Sphingopyxis,0.6010550253262354,0.722811889589366,0.7557920062676798,0.7638121341674038,0.7660805902572643,miRNA
URS0000BEFA40/Actinobacteria,0.5946165860332978,0.7282468583778494,0.7545959113956244,0.7602287565601084,0.7624927335419831,miRNA
URS0000C005BC/Curtobacterium,0.6135082984392227,0.7321858367566768,0.7584073417382021,0.7645410327906602,0.766033963582167,miRNA
URS0000C2CD2C/Bifidobacterium,0.6344028339970714,0.7386289756964358,0.7601592134216703,0.76518222818457,0.7666934474073832,miRNA
URS0000BF2E51/Desulfuromonas,0.6363962007565214,0.7350474161132629,0.7590049535327914,0.7648067432127899,0.7662169754280553,miRNA
URS0000C6B4F5/Curtobacterium,0.600662947954852,0.7312624333767993,0.7572420473170125,0.7628256357176075,0.7652940985921751,miRNA
URS0000BF8A17/Desulfovibrio,0.6089879282033225,0.7242632569560074,0.7549557163129509,0.7621388229848788,0.7644597735280892,miRNA
URS0000BFA659/Sphingomonas,0.6012787966402614,0.7309502773082467,0.7587107527967526,0.7647439185111203,0.7665104467148889,miRNA
URS0000CB7746/Saccharopolyspora,0.6369244511666416,0.7456263112484458,0.7599115878872599,0.7634801274425109,0.7641320478222277,miRNA
URS0000CE1A77/Mucilaginibacter,0.6343821445082085,0.7380309725631068,0.7595651312392394,0.7645993321325973,0.7660942757064526,miRNA
URS0000D45CA5/Acidovorax,0.641637979718537,0.7398888435158065,0.7582247559105788,0.7636023583817757,0.765798394862197,miRNA
URS0000D4B902/Pseudomonas,0.6421170527623107,0.7438975377750864,0.7619488750689212,0.7654211429868039,0.7665503375953551,miRNA
URS0000D539FD/Flagellimonas,0.6375710982553746,0.7180070967363503,0.7444152266990786,0.7524937942681851,0.7512750671483254,miRNA
URS0000CEA93F/Pseudaminobacter,0.629443823041356,0.7177332087490671,0.7452279274071192,0.7562059457516502,0.7623545190610937,miRNA
URS0000CF5A1B/Chitinophaga,0.6175975697556512,0.7338787535683603,0.7579140665728007,0.7628040636415521,0.7649851446436996,miRNA
URS0000D506AC/Flagellimonas,0.6376642198314629,0.7346778715561784,0.7473413118512641,0.7483576868671554,0.7498900308693096,miRNA
URS0000D515D4/Flagellimonas,0.6377429652545208,0.7335528641947235,0.7512838874958206,0.7524937942681851,0.7512750671483254,miRNA
URS0000D53B17/Flagellimonas,0.6037706333087902,0.7211132334678375,0.7447650706428037,0.7512750671483254,0.7498900308693096,miRNA
URS0000DC582B/Ensifer,0.6250648642579054,0.7112467434443815,0.7391222830105505,0.7500338046856334,0.7572521528996063,miRNA
URS0000D78169/Hymenobacter,0.6255016411300547,0.7271374726592121,0.7535888814366759,0.7617177471832648,0.7642333885644979,miRNA
URS0000DF2CCB/Ensifer,0.6233580421567161,0.7126183351448865,0.7401184572591936,0.7512797752804979,0.7586485920920599,miRNA
URS0000DF41E9/Pseudomonas,0.6400545059736493,0.7419328406073953,0.7616467222654456,0.7652844090796977,0.7665731898855506,miRNA
URS0000DD056E/Olleya,0.6166273309440155,0.7312233044155799,0.7566349039129341,0.7633910383577877,0.7658059449972818,miRNA
URS0000DD7402/Pseudomonas,0.6385963025744087,0.7405898158787234,0.7605022177002411,0.7653998098713526,0.7665392173371705,miRNA
URS0000DD7972/Pseudomonas,0.6179917231490429,0.735224550911076,0.7603572395070942,0.7649985402182559,0.7656951131028753,miRNA
URS0000DDDB9C/Pseudomonas,0.6372848342870686,0.7414326553270609,0.7598041995649533,0.764664588231811,0.7664227508909967,miRNA
URS0000E2C310/Otariodibacter,0.6319866599606894,0.7142462470296289,0.7424119171394136,0.753556887082759,0.7605569407880636,miRNA
URS0000E2CCA8/Stenotrophomonas,0.641109071435193,0.7432223415356395,0.7606715951793303,0.7653423542192455,0.7661615824069561,miRNA
URS0000DE2144/Pseudomonas,0.6423550085795294,0.7437836019137888,0.7622920145478441,0.7660719891443772,0.7666665982516536,miRNA
URS0000DE7374/Pseudomonas,0.6416402373870362,0.7458044644112202,0.7630673759159698,0.7659886133507454,0.7666806409921844,miRNA
URS0000E429A5/Thiocapsa,0.6384379520804485,0.7315353431452214,0.7522057723295698,0.756788817332256,0.7585198205484486,miRNA
URS0000E4BB21/Stenotrophomonas,0.6412889368629958,0.7425635307699735,0.7616211686559624,0.7657630488860159,0.7665701009314183,miRNA
URS0000E4EFDA/Stappia,0.6343305758196952,0.717607120929064,0.7452827527848517,0.7569302939719836,0.7615788121193569,miRNA
URS0000E5D664/Stenotrophomonas,0.6405435546780748,0.7418536552925666,0.7612072852088784,0.765519089645699,0.7666548895032307,miRNA
URS0000D7C8DE/Brevundimonas,0.6215857787657008,0.7349239933735933,0.7602386520178374,0.764530637118833,0.7660226151594309,miRNA
URS0000D7E1AA/Streptomyces,0.5583557641103657,0.7020851082262947,0.7434028425331984,0.7553043054660288,0.7592946080774671,miRNA
URS0000D81E15/Massilia,0.6205587298345503,0.7384682268626168,0.7603722701066861,0.7653873561443153,0.7668035090798863,miRNA
URS0000D845F5/Streptomyces,0.5743852272951372,0.6984487096849322,0.7445409281035926,0.7594174496116373,0.7626335430836819,miRNA
URS0000D8E4B4/Jiangella,0.6278488110512435,0.7395437308980787,0.7613720813527377,0.7653919080070708,0.7664143948271853,miRNA
URS0000D8EE36/Massilia,0.6148809086464759,0.7341964088692395,0.7603289867565697,0.7657381178909347,0.7668719644940026,miRNA
URS0000D8F021/Frankia,0.5583557641103657,0.7040164907696764,0.7472818216518121,0.7576064866701546,0.760340887125049,miRNA
URS0000D91E04/Streptomyces,0.5827169175559539,0.7210417938776778,0.7522736914446451,0.7616856380322985,0.7648183318769257,miRNA
URS0000D96D3E/Massilia,0.610015205897598,0.7322792093001228,0.7597146938480323,0.7652575871001932,0.7663226452098677,miRNA
URS0000D97C78/Curtobacterium,0.6127012452052246,0.7351784836923551,0.7580758722176955,0.7634989403237373,0.7649550094830324,miRNA
URS0000D9DBA2/Propionibacteriaceae,0.5927073863554223,0.7293035514392389,0.7560570294087265,0.7641713939984566,0.7661159379830901,miRNA
URS0000DA09F0/Streptomyces,0.607996653126053,0.7327481779693461,0.759576261991644,0.7649955609681589,0.7663141555623675,miRNA
URS0000DA17D4/Massilia,0.6174529938114564,0.7375934642549515,0.7605142048104361,0.76530369140045,0.7669404199081189,miRNA
URS0000DAA1C0/Arthrobacter,0.6162476819878057,0.7332382822906047,0.7561755816906662,0.7613725223593869,0.7626551560365873,miRNA
