nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
URS0000AF0259/Curtobacterium,68.00000000000001,41.380026164377774,1560.0,7.347823593447241,0.33333333333333326,1.8460973149942483,185.7579069649526,187.13902566106606,14.205717020352095,17.705130165520544,41.380026164377774,54.81076521341124,1552.6521764065528,35021.014925373136,37.105635047890694,18.552817523945347,2.7317339259551847,0.4299139821915311,0.23404539100925345,miRNA
URS0000702B0E/Spirosoma,121.00000000000003,79.8957881452708,3775.0,11.501434881943817,0.33333333333333326,2.2770669012992326,338.3045964807455,339.71127446700973,40.41839151220067,52.928443156192,79.8957881452708,115.64350948211083,3763.4985651180564,115403.75,62.715066325918826,31.357533162959413,2.795905756039218,0.3645018035432043,0.24634741041826694,miRNA
URS000071FD08/Streptomyces,59.0,27.746076928411586,1177.0,4.45251855783509,0.33333333333333337,1.7102660494146371,150.56560032092324,151.85803261258692,7.418494946758025,13.83198971831899,27.746076928411586,64.29325420611498,1172.547481442165,23060.862068965518,50.46126448779599,25.230632243897993,2.5519593274732753,0.6227303515206435,0.3164493686427949,miRNA
URS000080159D/Neochlamydia,93.0,57.0096742688783,2305.0,10.431614579792832,0.3333333333333333,1.994652150834397,234.1879586998444,235.45727942618933,31.072280724450852,36.70739342514097,57.0096742688783,98.88995734409056,2294.568385420207,55440.13043478261,62.18256391894959,31.091281959474795,2.518150093546714,0.46104410232188786,0.3162701862860991,miRNA
URS00007E5D41/Parachlamydia,61.99999999999998,35.52554124158377,1020.0,15.08409797732213,0.3333333333333335,1.5563858013684588,125.54680402144851,126.57169289625129,25.879144540465614,28.660699505838565,35.52554124158377,56.02275112274428,1004.9159020226779,16020.393442622952,27.362051616905717,13.681025808452858,2.0249484519588474,0.6326196584158359,0.22732354355355905,miRNA
URS000080A228/Candidatus,36.0,23.38413298175888,364.0,3.2480366502834137,0.3333333333333333,1.232200671459438,57.07889277132134,57.88856289705001,16.139338448577895,19.630193275229388,23.38413298175888,32.49430362677234,360.75196334971656,3351.0857142857144,12.864110351542955,6.4320551757714775,1.5855247992033705,0.663075249310713,0.1604309990503551,miRNA
URS00007F65E4/Parachlamydia,112.00000000000003,71.71898993624988,3288.0,6.1452746575617425,0.33333333333333326,2.1768410612698355,305.07048365910464,306.4415938648839,40.88977311110377,50.12311382283864,71.71898993624988,107.86877245618788,3281.854725342438,93906.45045045044,57.745658633349244,28.872829316674622,2.723843604099148,0.39611511655216125,0.25673721791378074,miRNA
URS000083257D/Tannerella,155.00000000000009,99.3146878692114,6097.0,20.609035153174045,0.33333333333333315,2.5714699853862233,483.6548356007618,485.2226025505964,51.465452614056574,63.66060646125432,99.3146878692114,154.42417139338988,6076.390964846826,235440.97402597402,90.76356493213557,45.38178246606778,3.1203537780694295,0.3454032175339692,0.2573744183328083,miRNA
URS0000B85E65/Sphingomonas,99.00000000000001,56.65667090044902,2471.0,5.460767611567679,0.33333333333333326,2.0622733849264154,248.0483823773096,249.31072326455168,26.074315077529207,34.41271627403846,56.65667090044902,101.8143061564171,2465.5392323884325,62155.836734693876,67.40158988237864,33.70079494118932,2.5055392159324197,0.5121177815440296,0.2976294807416997,miRNA
URS000080A323/Parachlamydia,55.0,34.800607313989495,789.0,10.376415925048786,0.3333333333333333,1.5355038579349658,105.61249926026748,106.58590692748997,19.964151160505452,24.414447360533444,34.800607313989495,43.8334181790905,778.6235840749512,11360.555555555555,19.418970818557057,9.709485409278528,1.9202272592775906,0.5737784682918604,0.166585568158176,miRNA
URS0000820B05/Tannerella,98.99999999999999,61.33379688339899,2689.0,3.755847622450544,0.33333333333333337,2.104372126434692,266.29682686806467,267.65203575705897,29.498558393725773,36.08592452204826,61.33379688339899,89.98741590164705,2685.2441523775497,71637.61224489796,53.901491379598795,26.950745689799398,2.6898669380612596,0.4243332925847725,0.2125541745809062,miRNA
URS0000824F6B/Tannerella,165.00000000000003,116.17928078938576,7267.0,20.567458589580227,0.33333333333333326,2.7166819426978153,559.8196138043039,561.5237870425741,43.016708959697674,58.0,116.17928078938576,164.42004683236775,7246.43254141042,315308.96341463417,106.42004683236775,53.21002341618387,3.392846144268508,0.2616238410021868,0.2856086475177335,miRNA
URS00000FB4B3/Capnocytophaga,95.99999999999999,41.3818895796872,2596.0,4.313900068744634,0.33333333333333337,2.27742996134613,278.5175039382624,279.9795481252533,16.008296124765778,24.76351008455746,41.3818895796872,62.07676341305839,2591.6860999312553,78388.54736842104,37.31325332850093,18.656626664250464,2.9012239993569002,0.5883089175510461,0.14830829167758552,miRNA
URS00001D7098/Xenococcus,73.00000000000001,50.62236248746061,1479.0,10.59323851027671,0.33333333333333326,1.7864182536798379,167.9583281650541,169.12068340553606,23.995090507349424,30.90669908532857,50.62236248746061,82.1705716338675,1468.4067614897233,28601.805555555555,51.26387254853893,25.631936274269464,2.3007990159596448,0.39969981406129573,0.3522339692987664,miRNA
URS000007F1E8/Pantoea,84.99999999999999,58.151792669850515,1899.0,21.765650340269072,0.33333333333333337,1.8876444350087869,200.703761798328,201.89489250361837,29.499741760975702,36.616473516900435,58.151792669850515,84.86253812568876,1877.234349659731,40761.54761904762,48.24606460878832,24.12303230439416,2.361220727039153,0.4013109732909819,0.30756836531747517,miRNA
URS00001D5617/Candidatus,48.0,29.914213562373092,720.0,5.542831641101928,0.3333333333333333,1.4669893039407094,101.3015300970326,102.37353381383254,10.038315161581533,13.330849548068969,29.914213562373092,45.900299010907474,714.4571683588981,10480.340425531915,32.569449462838506,16.284724731419253,2.1104485436881792,0.5356025645507014,0.2746037196823608,miRNA
URS0000D215CF/Chitinophaga,98.00000000000004,50.44207687770968,2798.0,12.570913017109895,0.33333333333333315,2.1163482397935978,284.2358175881428,285.6971938923064,24.90264109961931,31.150960741176505,50.44207687770968,90.76421541445467,2785.42908698289,81622.88659793814,59.61325467327816,29.80662733663908,2.900365485593293,0.5019556316917283,0.3333933083563076,miRNA
URS00002353C5/Pseudomonas,80.99999999999999,54.39636658481988,1653.0,8.33706743138206,0.33333333333333337,1.8074699236452656,179.06423428479513,180.17991008988764,25.958110933998412,37.003410940322055,54.39636658481988,84.56544838237832,1644.6629325686179,32464.8,47.562037442056265,23.781018721028133,2.2106695590715453,0.4457110073617716,0.22858759647922786,miRNA
URS0000CD6FAC/Chitinophaga,104.00000000000003,54.45273566566752,3038.0,6.0,0.3333333333333332,2.169650969547352,297.6272836955644,299.0685864772088,25.35050854385071,34.44211472781898,54.45273566566752,83.52977508111084,3032.0,89442.01941747572,49.08766035329186,24.54383017664593,2.861800804765042,0.4994226038599322,0.17799016623076647,miRNA
URS0000D0BEC8/Pseudomonas,102.99999999999997,65.77177656913726,2691.0,13.23402408199947,0.3333333333333334,2.074981252859393,261.3044201692731,262.58220001497796,33.784699307353314,44.73341515798481,65.77177656913726,104.12034877721807,2677.7659759180005,68949.41176470589,59.38693361923326,29.69346680961663,2.536936118148283,0.427412097431183,0.3257304667755791,miRNA
URS0000D23776/Spirosoma,92.99999999999999,56.55789271617894,2171.0,17.54949756356248,0.33333333333333337,1.9949444910948775,222.06755728831712,223.2711843009089,34.48076841078268,39.69806598468934,56.55789271617894,86.65638453346115,2153.4505024364375,49850.02173913043,46.95831854877181,23.479159274385903,2.3878231966485717,0.49231109301356174,0.2693555897169869,miRNA
URS0000E138E8/Stenotrophomonas,82.99999999999997,45.912720626173154,1731.0,2.775628711932492,0.3333333333333335,1.9298457774693387,190.02105146535737,191.1762052751718,14.373807497641183,17.091981855769788,45.912720626173154,92.77429220139659,1728.2243712880675,36548.34146341463,75.6823103456268,37.8411551728134,2.2894102586187643,0.5855237473084108,0.2647598215624333,miRNA
URS0000CFA823/Pseudomonas,102.99999999999999,76.05535668672816,2695.0,11.952859675832952,0.3333333333333334,2.093297342289193,261.43450422620197,262.7129201835581,25.903970717521116,36.85013856852438,76.05535668672816,99.4205496452602,2683.0471403241672,69018.07843137255,62.570411076735816,31.285205538367908,2.538199070157301,0.30919380813588104,0.2372566222208337,miRNA
URS0000DC2270/Pseudomonas,104.0,73.37530309090536,2754.0,9.630018397549089,0.3333333333333333,2.1226711709178714,267.79469748297856,269.09153168984056,32.514616426128605,38.8108568134378,73.37530309090536,99.5501090852579,2744.369981602451,72410.25242718446,60.7392522718201,30.36962613591005,2.5749490142594094,0.34307658661958224,0.26131273397719657,miRNA
URS0000E15330/Stenotrophomonas,91.99999999999999,57.9871626218648,2134.0,1.4951022011888437,0.33333333333333337,2.0140324170671597,220.9886874932742,222.1995934754592,17.78458068555458,26.84672967574041,57.9871626218648,94.56898972566464,2132.5048977988113,49372.65934065934,67.72226004992423,33.861130024962115,2.4020509510138504,0.4617363598646248,0.26400085863705,miRNA
URS0000DE9C8B/Pseudomonas,78.00000000000003,42.45869043352604,1650.0,8.964063434673392,0.3333333333333332,1.8293554282443913,184.4451137872728,185.63894575712874,18.925078578966463,23.325443468278696,42.45869043352604,79.59012633794856,1641.0359365653267,34461.818181818184,56.26468286966987,28.132341434834935,2.364680945990676,0.5780794433101395,0.23258817281097693,miRNA
URS0000E17B49/Stenotrophomonas,84.0,51.521469392821324,1770.0,9.100160169867973,0.3333333333333333,1.8575014286162808,191.2433005362541,192.39191927523785,21.18162904478833,25.74422601188841,51.521469392821324,88.91565665734215,1760.8998398301321,37014.65060240964,63.17143064545374,31.58571532272687,2.27670595876493,0.509484993975332,0.34297739201518945,miRNA
URS0000DEAA98/Pseudomonas,88.99999999999999,60.413448279852204,2015.0,6.838101172974579,0.3333333333333334,1.9154109315830885,209.31793998604132,210.50388681360818,28.75111970019292,41.22481420765054,60.413448279852204,93.60184542019334,2008.1618988270254,44311.88636363636,52.3770312125428,26.1885156062714,2.351886966135296,0.40971000940560737,0.27433457487716156,miRNA
URS0000E26647/Stenotrophomonas,81.99999999999999,42.54399351817543,1702.0,4.45045916242554,0.33333333333333337,1.8966993723240984,187.66992300312805,188.82482573754655,18.718011112391288,27.39134249376284,42.54399351817543,81.7647932023201,1697.5495408375746,35654.81481481482,54.37345070855727,27.186725354278636,2.288657597599123,0.6307245058309143,0.20660960213655474,miRNA
URS0000E276B4/Thiocapsa,86.00000000000001,17.105083557354753,1866.0,4.102598198244631,0.3333333333333333,2.3046633372241474,232.63275779648924,233.99718449789344,7.716886722571048,9.353609338704596,17.105083557354753,51.100583626138054,1861.8974018017554,54754.68235294118,41.74697428743346,20.87348714371673,2.7050320674010373,0.8884593523528911,0.12420528424350863,miRNA
URS0000E343A9/Stenotrophomonas,83.00000000000003,43.50219554456922,1741.0,9.72116713130401,0.33333333333333326,1.9233979691748118,191.25375813301034,192.41640566940157,18.86040938075965,24.402680970615968,43.50219554456922,78.96377412774612,1731.278832868696,37024.07317073171,54.56109315713015,27.280546578565076,2.3042621461808466,0.619561228615881,0.18792508825047924,miRNA
URS0000E436D3/Eilatimonas,95.99999999999996,8.814643544376175,2392.0,0.13629669484372692,0.3333333333333335,3.2144571339476573,364.5490364820623,366.46269286676085,3.537447865820732,5.492904424420784,8.814643544376175,21.464101615137753,2391.8637033051564,134294.90526315788,15.97119719071697,7.985598595358485,3.797385796688151,0.7174784272944889,0.04888521182714215,miRNA
URS0000EE4968/Labrenzia,93.00000000000006,28.552615050839066,2467.0,4.81011865749219,0.33333333333333315,2.852825308667647,351.6048918886084,353.5106234182577,12.673855616268295,15.255407134702725,28.552615050839066,40.66745424369216,2462.1898813425078,124969.76086956522,25.412047108989437,12.706023554494719,3.780697762243099,0.5498847123797569,0.254184160192327,miRNA
URS0000EC949F/Tepidamorphus,96.00000000000001,29.061329383228276,2468.0,2.368231755287218,0.33333333333333326,2.5723164728327568,333.10058540927247,334.84915692702117,11.757441900646388,16.0,29.061329383228276,47.144875316101356,2465.631768244713,112123.95789473684,31.144875316101356,15.572437658050678,3.469797764679921,0.6028689850652094,0.26750246494305135,miRNA
URS0000ECB7FB/Anoxybacillus,97.99999999999994,61.542675279809416,2652.0,6.460434049959528,0.3333333333333335,2.09788678062933,266.30433717834944,267.673520173479,26.846391026012355,41.63702689678476,61.542675279809416,86.58040846955595,2645.5395659500405,71649.11340206186,44.94338157277119,22.471690786385594,2.717391195697445,0.41070293979974853,0.2230433369753752,miRNA
URS0000ECCD21/Larkinella,92.00000000000001,46.082949579847664,2314.0,6.082960692876309,0.3333333333333333,2.0866494406002514,244.36038958882023,245.69936065072662,18.225354394048164,26.59431468967813,46.082949579847664,73.50321277960612,2307.9170393071236,60368.17582417583,46.90889808992799,23.454449044963994,2.656091191182828,0.5637212786092207,0.16934119387448324,miRNA
URS00010C75D7/Sinorhizobium,95.99999999999999,30.0,2430.0,1.6568779901446997,0.33333333333333337,2.4652956195143205,323.2305678613952,324.92732790741474,14.000000000000004,19.533943088986398,30.0,49.651718693119555,2428.3431220098555,105577.76842105263,30.117775604133158,15.058887802066579,3.3669850818895335,0.6125658266482535,0.18020489234346734,miRNA
URS00012E0807/Stenotrophomonas,94.00000000000001,55.87287597993553,2214.0,12.645173214171464,0.33333333333333326,2.0243373740968806,228.55196345689092,229.77745193851123,24.115226745951432,29.01193082537623,55.87287597993553,98.28911506247061,2201.3548267858287,52797.67741935484,69.27718423709439,34.638592118547194,2.431403866562669,0.5004611219704873,0.28486234600415494,miRNA
URS0000EE636E/Stenotrophomonas,95.0,55.05654496053445,2269.0,9.757451044245274,0.33333333333333337,2.006927555287008,229.81296743221435,231.03214292351137,25.92049580722814,35.27522559461042,55.05654496053445,105.39554348880056,2259.2425489557545,53375.85106382979,70.12031789419014,35.06015894709507,2.4190838677075193,0.5214256029905789,0.3010843069212336,miRNA
URS0001535F0D/Chitinophaga,87.0,41.972612438892064,2057.0,8.741669848493993,0.3333333333333333,2.051633527541001,237.99579828223858,239.37549562763675,16.190969474186584,21.860115556961798,41.972612438892064,66.16727343389971,2048.258330151506,57300.62790697675,44.30715787693791,22.153578938468954,2.735583888301593,0.5675821323665985,0.23631540172100743,miRNA
URS0000EE6B72/Stenotrophomonas,89.0,56.42110334644664,1995.0,6.532085476553683,0.33333333333333337,1.9844997908028488,210.0047618507733,211.19460005149062,18.385067429253912,36.980163398793394,56.42110334644664,81.13202837332756,1988.4679145234463,44603.15909090909,44.15186497453416,22.07593248726708,2.359604065739026,0.4654022561169852,0.1764150187037871,miRNA
URS0000EE9049/Stenotrophomonas,84.99999999999997,38.247958615048816,1809.0,3.6261646075056797,0.3333333333333334,1.9371762441219993,196.97715603592206,198.14617019237278,15.7195880714909,25.123199886983887,38.247958615048816,88.94449853683977,1805.3738353924944,39261.90476190476,63.82129864985589,31.910649324927945,2.3173783063049664,0.7120425889856762,0.23781873476453388,miRNA
URS0000F02773/Pseudomonas,92.00000000000004,64.77652333694971,2124.0,5.709681331081371,0.3333333333333332,1.9851504341018884,218.18340908510893,219.37894356369046,23.99945670685488,30.920277584202612,64.77652333694971,103.90661589283489,2118.2903186689186,48127.12087912088,72.98633830863228,36.49316915431614,2.3715587944033567,0.3743200747096816,0.3480033343056227,miRNA
URS0001DBD379/Novosphingobium,86.00000000000001,35.61936344676443,2110.0,4.063510696126538,0.3333333333333333,2.0878094450795133,235.46124946580915,236.84226570342,15.133913053096215,23.25007171309131,35.61936344676443,82.57665438756953,2105.9364893038733,56094.2588235294,59.326582674478225,29.663291337239112,2.737921505416385,0.6418971699275459,0.256074630126779,miRNA
URS000160FDB3/Pseudomonas,101.99999999999999,64.4774846218518,2622.0,9.74262101899996,0.33333333333333337,2.084453665520165,256.1015423616187,257.3662490277501,22.775537204159974,35.138446380257584,64.4774846218518,103.77166611987654,2612.257378981,66237.38613861386,68.63321973961897,34.31660986980948,2.510799434917831,0.43954263256836507,0.22891594722879327,miRNA
URS0001FF58A2/Novosphingobium,84.99999999999997,37.07697328655942,1995.0,3.935195489379744,0.3333333333333334,2.049818695462174,224.78878975607302,226.12285956764217,16.49416567922546,22.69962932397874,37.07697328655942,66.47894261823004,1991.0648045106202,51131.54761904762,43.779313294251295,21.889656647125648,2.6445739971302715,0.6395740654875673,0.18596875302550786,miRNA
URS0001F4F4DB/Novosphingobium,86.00000000000001,47.547826310287846,2202.0,8.752674656313335,0.3333333333333333,2.0900776616550623,248.20958885586995,249.66537605362905,13.295635725054693,19.173097075574255,47.547826310287846,63.18111897420934,2193.2473253436865,62332.8,44.008021898635086,22.004010949317543,2.8861580099519757,0.4647544907546726,0.26109692936210754,miRNA
URS000218B35A/Confluentimicrobium,101.99999999999999,68.56926116298125,2646.0,9.168430216535631,0.33333333333333337,2.096545787905342,261.37712218172425,262.66788125232245,22.47237094508692,32.0,68.56926116298125,98.67787120671478,2636.831569783464,68994.41584158415,66.67787120671478,33.33893560335739,2.5625208057031794,0.38370694295626745,0.2928451173224767,miRNA
URS00021A486D/Sphingomonas,76.00000000000004,37.020086153857086,1834.0,6.0,0.33333333333333315,1.8994015797070583,207.12797976130605,208.50426054799615,18.58284990126955,20.981303571100682,37.020086153857086,71.2444276412243,1828.0,43474.026666666665,50.263124070123624,25.131562035061812,2.7253681547540256,0.5645772322657231,0.24774655425500838,miRNA
